probe,symbol,logFC,AveExpr,t,P.Value,adj.P.Val,direction
7956038,TMEM198B,1.8355033333333317,9.797715000000002,28.864856952743274,1.5410077516377726e-08,8.55182251771382e-06,Up
8113761,ZNF608,1.727276666666667,10.396228333333335,28.56126274017062,1.658474019052824e-08,9.052821215147849e-06,Up
7987405,RASGRP1,2.141283333333335,7.380641666666666,28.435656820220068,1.7100390729921976e-08,9.183737260229226e-06,Up
8124394,HIST1H2BB,-2.130946666666666,9.541893333333332,-28.332952141374154,1.753565504734117e-08,9.236376549502775e-06,Down
8084165,SOX2,2.1281200000000013,10.724906666666667,28.281460758618636,1.7758628583156443e-08,9.236376549502775e-06,Up
8043909,NPAS2,-1.666566666666667,11.20655,-28.175972585164967,1.8225609918334128e-08,9.236376549502775e-06,Down
7921900,,-2.0062033333333336,7.676651666666667,-28.15768573901778,1.8307981267597175e-08,9.236376549502775e-06,Down
8040103,,2.7865333333333346,9.8815,28.002467984186392,1.9024521768611735e-08,9.454619422827835e-06,Up
8150698,SNAI2,2.657783333333332,10.109941666666666,27.767040291456123,2.0173326242685686e-08,9.664427340433018e-06,Up
8114991,SH3TC2,-2.2606700000000033,8.560708333333334,-27.721865940515887,2.0402709127070974e-08,9.664427340433018e-06,Down
7958262,TCP11L2,2.6376300000000037,9.124584999999998,27.702369389860998,2.0502626093518587e-08,9.664427340433018e-06,Up
7906954,PBX1,1.7942733333333354,9.862296666666667,27.68198468089625,2.0607692620078214e-08,9.664427340433018e-06,Up
8055624,ZEB2,1.6277666666666684,11.034583333333332,27.588282237780817,2.1098627833325598e-08,9.73521063863592e-06,Up
7914878,CLSPN,-2.966780000000001,8.144023333333333,-27.54249369910515,2.1343375577992676e-08,9.73521063863592e-06,Down
8172266,MIR221,-2.5040833333333334,8.556775,-27.362363094418505,2.2338178477983324e-08,1.0038235659309737e-05,Down
7981514,AHNAK2,2.272823333333335,9.073521666666666,27.303735366520208,2.267330219312932e-08,1.0038235659309737e-05,Up
8161884,,4.683609999999999,7.919728333333333,27.262550804423057,2.2912151548413972e-08,1.0038235659309737e-05,Up
8100578,EPHA5,1.6598399999999993,6.937726666666666,27.163524563396283,2.3498302600046786e-08,1.0161337424334518e-05,Up
7962579,AMIGO2,-2.7175799999999968,8.962176666666666,-27.09972333297697,2.3885017300614293e-08,1.0196146423827617e-05,Down
7982366,SCG5,2.285703333333335,7.582185,27.047798977475544,2.420511165062523e-08,1.0201994970010991e-05,Up
7958749,,-1.7806166666666667,10.097824999999998,-26.77686907405494,2.595684854262357e-08,1.0669134430497769e-05,Down
8124527,HIST1H1B,-2.1770033333333325,9.905265,-26.770102176236563,2.6002417713540886e-08,1.0669134430497769e-05,Down
